,date,new_case,new_death,country
1017,1/29/20 05:02,1,0,China
1018,1/29/20 05:01,2,0,China
1019,1/29/20 04:50,5,0,China
1020,1/29/20 03:05,3,0,China
1021,1/29/20 02:10,2,0,China
1022,1/29/20 02:07,7,0,China
1023,1/29/20 02:02,1,0,China
1024,1/29/20 02:00,17,0,China
1025,1/29/20 01:50,15,0,China
1026,1/29/20 01:30,2,0,China
1027,1/29/20 01:29,3,0,China
1028,1/29/20 01:19,6,0,China
1029,1/29/20 01:11,39,0,China
1030,1/29/20 01:10,132,0,China
1031,1/29/20 01:08,56,0,China
1032,1/29/20 01:07,5,0,China
1033,1/29/20 00:52,1,0,China
1034,1/29/20 00:50,30,0,China
1035,1/29/20 00:48,3,0,China
1036,1/29/20 00:48,72,0,China
1037,1/29/20 00:40,15,0,China
1038,1/29/20 00:33,48,0,China
1039,1/29/20 00:25,34,1,China
1040,1/29/20 00:16,20,0,China
1041,1/29/20 00:15,17,0,China
1042,1/29/20 00:14,5,0,China
1043,1/29/20 00:13,3,0,International
1044,1/28/20 23:48,536,1,China
1045,1/28/20 23:41,18,0,China
1046,1/28/20 23:14,8,0,China
1047,1/28/20 23:13,53,0,China
1048,1/28/20 22:24,32,37,China
1049,1/28/20 19:32,1,0,International
1050,1/28/20 18:30,1,0,International
1051,1/28/20 16:00,2,0,International
1052,1/28/20 15:11,9,0,China
1053,1/28/20 14:01,1,0,International
1054,1/28/20 11:27,3,0,International
1055,1/28/20 09:50,2,0,China
1056,1/28/20 09:56,4,0,China
1057,1/28/20 09:11,1,0,International
1058,1/28/20 08:32,31,0,China
1059,1/28/20 07:50,2,0,China
1060,1/28/20 07:30,9,0,China
1061,1/28/20 07:20,16,0,China
1062,1/28/20 06:05,1,0,International
1063,1/28/20 05:32,2,0,China
1064,1/28/20 05:31,11,0,China
1065,1/28/20 05:04,1,0,International
1066,1/28/20 04:47,1,0,China
1067,1/28/20 04:40,7,0,China
1068,1/28/20 03:25,10,0,China
1069,1/28/20 02:55,1,0,China
1070,1/28/20 02:50,1,0,China
1071,1/28/20 02:30,1,0,China
1072,1/28/20 01:25,15,0,China
1073,1/28/20 01:24,2,0,China
1074,1/28/20 01:24,3,0,China
1075,1/28/20 01:13,34,0,China
1076,1/28/20 01:12,5,0,China
1077,1/28/20 01:11,7,0,China
1078,1/28/20 01:09,1,0,China
1079,1/28/20 01:08,15,0,China
1080,1/28/20 01:01,78,0,China
1081,1/28/20 01:00,18,0,China
1082,1/28/20 00:50,123,0,China
1083,1/28/20 00:49,46,0,China
1084,1/28/20 00:47,29,0,China
1085,1/28/20 00:24,26,0,China
1086,1/28/20 00:19,3,0,China
1087,1/28/20 00:18,38,1,China
1088,1/28/20 00:15,469,1,China
1089,1/28/20 00:07,7,0,China
1090,1/28/20 00:05,2,0,China
1091,1/28/20 00:05,14,0,China
1092,1/27/20 23:10,1,0,International
1093,1/27/20 23:00,3,0,International
1094,1/27/20 22:37,1,0,International
1095,1/27/20 22:36,1,0,International
1096,1/27/20 22:35,1,0,International
1097,1/27/20 22:32,840,25,China
1098,1/27/20 20:25,3,0,International
1099,1/27/20 19:40,7,0,China
1100,1/27/20 18:35,1,0,International
1101,1/27/20 17:47,37,0,China
1102,1/27/20 12:33,7,0,China
1103,1/27/20 11:55,4,0,China
1104,1/27/20 10:22,19,0,China
1105,1/27/20 09:06,2,0,International
1106,1/27/20 08:18,2,0,International
1107,1/27/20 07:58,11,0,China
1108,1/27/20 07:35,8,0,China
1109,1/27/20 07:32,2,0,China
1110,1/27/20 07:14,11,0,China
1111,1/27/20 06:51,2,0,International
1112,1/27/20 06:41,18,0,China
1113,1/27/20 05:46,6,0,International
1114,1/27/20 05:14,14,0,China
1115,1/27/20 04:04,3,0,China
1116,1/27/20 03:45,1,0,China
1117,1/27/20 02:25,43,0,China
1118,1/27/20 02:18,7,0,China
1119,1/27/20 02:13,2,0,China
1120,1/27/20 02:08,2,0,China
1121,1/27/20 02:05,4,0,China
1122,1/27/20 01:59,37,0,China
1123,1/27/20 01:54,15,0,China
1124,1/27/20 01:48,45,0,China
1125,1/27/20 01:43,5,0,China
1126,1/27/20 01:38,5,0,China
1127,1/27/20 01:32,9,0,China
1128,1/27/20 01:25,21,0,China
1129,1/27/20 01:18,22,0,China
1130,1/27/20 01:13,36,0,China
1131,1/27/20 01:10,23,0,China
1132,1/27/20 01:05,2,0,China
1133,1/27/20 00:30,12,0,China
1134,1/27/20 00:18,40,0,China
1135,1/27/20 00:06,6,0,China
1136,1/27/20 00:04,13,0,China
1137,1/26/20 23:18,1,0,International
1138,1/26/20 22:02,24,0,China
1139,1/26/20 21:56,1,0,International
1140,1/26/20 19:30,1,0,International
1141,1/26/20 19:26,7,0,China
1142,1/26/20 16:00,5,0,China
1143,1/26/20 15:30,8,1,China
1144,1/26/20 15:17,3,0,China
1145,1/26/20 15:11,1,0,International
1146,1/26/20 14:45,2,0,China
1147,1/26/20 12:18,1,0,International
1148,1/26/20 12:15,1,0,International
1149,1/26/20 10:45,2,0,China
1150,1/26/20 10:30,5,0,China
1151,1/26/20 10:30,7,0,China
1152,1/26/20 09:53,3,0,China
1153,1/26/20 09:18,1,0,China
1154,1/26/20 07:30,4,0,China
1155,1/26/20 07:05,4,0,China
1156,1/26/20 06:55,1,0,International
1157,1/26/20 06:01,12,0,China
1158,1/26/20 05:30,21,0,China
1159,1/26/20 05:00,3,0,China
1160,1/26/20 04:57,9,1,China
1161,1/26/20 04:44,1,0,International
1162,1/26/20 03:10,13,0,China
1163,1/26/20 03:00,1,0,China
1164,1/26/20 02:36,1,0,International
1165,1/26/20 01:37,2,0,China
1166,1/26/20 01:34,25,0,China
1167,1/26/20 01:27,5,0,China
1168,1/26/20 01:23,24,0,China
1169,1/26/20 01:16,1,0,China
1170,1/26/20 01:11,7,0,China
1171,1/26/20 01:07,2,0,China
1172,1/26/20 01:05,3,0,China
1173,1/26/20 01:03,5,0,China
1174,1/26/20 01:02,35,0,China
1175,1/26/20 00:57,35,0,China
1176,1/26/20 00:45,10,0,China
1177,1/26/20 00:44,14,0,China
1178,1/26/20 00:39,17,0,China
1179,1/26/20 00:33,31,0,China
1180,1/26/20 00:23,45,0,China
1181,1/26/20 00:17,13,0,China
1182,1/26/20 00:10,4,0,China
1183,1/25/20 23:55,302,0,China
1184,1/25/20 23:05,371,24,China
1185,1/25/20 23:04,4,0,China
1186,1/25/20 20:08,1,0,International
1187,1/25/20 18:50,1,0,International
1188,1/25/20 17:42,2,0,International
1189,1/25/20 17:07,12,0,China
1190,1/25/20 17:00,1,0,International
1191,1/25/20 17:00,1,0,China
1192,1/25/20 15:59,3,0,China
1193,1/25/20 15:30,5,0,China
1194,1/25/20 15:10,2,0,China
1195,1/25/20 14:00,3,0,International
1196,1/25/20 13:35,1,0,China
1197,1/25/20 13:08,5,0,China
1198,1/25/20 12:14,1,0,International
1199,1/25/20 11:55,9,0,China
1200,1/25/20 11:53,1,0,China
1201,1/25/20 11:52,6,0,China
1202,1/25/20 10:55,1,0,International
1203,1/25/20 10:16,13,0,China
1204,1/25/20 10:01,3,0,China
1205,1/25/20 08:49,2,0,China
1206,1/25/20 08:43,1,0,International
1207,1/25/20 07:40,1,0,International
1208,1/25/20 07:33,1,0,China
1209,1/25/20 07:29,1,0,China
1210,1/25/20 07:24,7,0,China
1211,1/25/20 06:42,11,0,China
1212,1/25/20 07:01,7,0,China
1213,1/25/20 05:08,3,0,China
1214,1/25/20 04:37,3,0,China
1215,1/25/20 03:07,3,0,China
1216,1/25/20 02:48,3,0,International
1217,1/25/20 02:36,3,0,China
1218,1/25/20 02:12,16,0,China
1219,1/25/20 01:44,18,0,China
1220,1/25/20 01:42,3,0,China
1221,1/25/20 01:40,5,0,China
1222,1/25/20 01:37,5,0,China
1223,1/25/20 01:35,42,0,China
1224,1/25/20 01:32,6,0,China
1225,1/25/20 01:30,20,0,China
1226,1/25/20 01:27,13,0,China
1227,1/25/20 01:25,21,0,China
1228,1/25/20 01:23,26,0,China
1229,1/25/20 01:13,1,0,International
1230,1/25/20 01:00,181,0,China
1231,1/25/20 00:40,12,0,China
1232,1/25/20 00:33,51,1,China
1233,1/24/20 23:55,7,1,China
1234,1/24/20 21:15,3,0,China
1235,1/24/20 20:30,1,0,International
1236,1/24/20 18:36,1,0,International
1237,1/24/20 18:35,18,0,China
1238,1/24/20 18:10,10,0,China
1239,1/24/20 17:58,10,0,China
1240,1/24/20 11:38,1,0,China
1241,1/24/20 11:02,6,0,China
1242,1/24/20 10:58,5,0,China
1243,1/24/20 10:33,1,0,China
1244,1/24/20 10:20,1,0,China
1245,1/24/20 10:00,1,0,China
1246,1/24/20 09:25,1,0,China
1247,1/24/20 09:10,1,0,China
1248,1/24/20 08:15,3,0,International
1249,1/24/20 07:50,1,0,China
1250,1/24/20 07:22,10,0,China
1251,1/24/20 07:15,8,0,China
1252,1/24/20 07:00,1,0,International
1253,1/24/20 06:16,1,0,China
1254,1/24/20 05:43,6,0,China
1255,1/24/20 02:30,3,0,China
1256,1/24/20 03:43,1,0,International
1257,1/24/20 02:38,13,0,China
1258,1/24/20 02:17,9,0,China
1259,1/24/20 01:18,5,0,China
1260,1/24/20 01:16,19,0,China
1261,1/24/20 01:09,1,0,International
1262,1/24/20 01:07,30,0,China
1263,1/24/20 01:03,24,0,China
1264,1/24/20 01:02,23,0,China
1265,1/24/20 01:00,25,0,China
1266,1/24/20 00:58,19,0,China
1267,1/24/20 00:57,6,0,China
1268,1/24/20 00:56,1,0,China
1269,1/24/20 00:55,1,0,China
1270,1/24/20 00:44,9,0,China
1271,1/24/20 00:39,6,0,China
1272,1/24/20 00:30,1,0,China
1273,1/24/20 00:15,13,0,China
1274,1/24/20 00:05,175,0,China
1275,1/23/20 20:14,1,0,International
1276,1/23/20 23:01,8,0,China
1277,1/23/20 21:34,5,0,China
1278,1/23/20 20:01,180,15,China
1279,1/23/20 19:50,11,0,China
1280,1/23/20 19:22,1,0,International
1281,1/23/20 17:04,3,0,International
1282,1/23/20 17:00,10,0,China
1283,1/23/20 15:32,3,0,China
1284,1/23/20 15:14,1,0,International
1285,1/23/20 14:12,1,0,International
1286,1/23/20 13:58,1,0,China
1287,1/23/20 13:12,2,0,China
1288,1/23/20 12:08,2,0,International
1289,1/23/20 11:30,1,0,International
1290,1/23/20 11:08,5,0,China
1291,1/23/20 10:56,2,0,China
1292,1/23/20 07:15,1,0,China
1293,1/23/20 07:14,2,0,International
1294,1/23/20 06:40,3,0,China
1295,1/23/20 06:30,3,0,China
1296,1/23/20 04:30,1,0,China
1297,1/23/20 04:29,6,0,China
1298,1/23/20 04:08,4,0,China
1299,1/23/20 03:04,1,0,China
1300,1/23/20 03:03,1,0,China
1301,1/23/20 03:02,2,1,China
1302,1/23/20 02:22,15,0,China
1303,1/23/20 02:17,3,0,China
1304,1/23/20 01:39,18,0,China
1305,1/23/20 01:37,4,0,China
1306,1/23/20 01:23,7,0,China
1307,1/23/20 01:06,105,0,China
1308,1/23/20 01:06,6,0,China
1309,1/23/20 01:04,16,0,China
1310,1/23/20 01:02,2,0,China
1311,1/23/20 01:25,1,0,International
1312,1/23/20 00:47,21,0,China
1313,1/23/20 00:43,4,0,China
1314,1/23/20 00:43,3,0,China
1315,1/23/20 00:15,174,7,China
1316,1/22/20 23:58,4,0,China
1317,1/22/20 22:48,1,0,International
1318,1/22/20 22:21,1,0,International
1319,1/22/20 19:52,4,0,China
1320,1/22/20 17:18,8,0,China
1321,1/22/20 16:44,1,0,China
1322,1/22/20 16:15,4,0,China
1323,1/22/20 15:45,1,0,China
1324,1/22/20 14:42,1,0,China
1325,1/22/20 13:21,4,0,China
1326,1/22/20 14:10,1,0,International
1327,1/22/20 13:09,1,0,International
1328,1/22/20 09:59,1,0,China
1329,1/22/20 09:55,1,0,China
1330,1/22/20 09:50,8,0,China
1331,1/22/20 09:14,1,0,China
1332,1/22/20 08:18,1,0,China
1333,1/22/20 05:55,1,0,China
1334,1/22/20 05:47,17,0,China
1335,1/22/20 04:55,1,0,China
1336,1/22/20 04:47,2,0,China
1337,1/22/20 04:42,8,0,China
1338,1/22/20 04:41,1,0,International
1339,1/22/20 04:24,3,0,China
1340,1/22/20 03:45,5,0,China
1341,1/22/20 03:44,1,0,China
1342,1/22/20 03:18,3,0,China
1343,1/22/20 03:12,1,0,China
1344,1/22/20 02:45,6,0,China
1345,1/22/20 02:23,3,0,China
1346,1/22/20 02:15,4,0,China
1347,1/22/20 00:36,20,0,China
1348,1/21/20 17:13,3,0,China
1349,1/21/20 16:58,1,0,China
1350,1/21/20 16:03,1,0,China
1351,1/21/20 15:41,4,0,China
1352,1/21/20 14:52,1,0,China
1353,1/21/20 14:39,69,8,China
1354,1/21/20 13:21,1,0,China
1355,1/21/20 11:24,4,0,China
1356,1/21/20 11:23,1,0,China
1357,1/21/20 11:13,1,0,China
1358,1/21/20 10:54,1,0,China
1359,1/21/20 10:37,3,0,China
1360,1/21/20 10:35,1,0,China
1361,1/21/20 10:29,3,0,China
1362,1/21/20 10:26,1,0,China
1363,1/21/20 10:18,1,0,China
1364,1/21/20 09:50,1,0,China
1365,1/21/20 09:32,1,0,International
1366,1/21/20 09:25,1,0,China
1367,1/21/20 08:41,1,0,China
1368,1/21/20 07:25,2,0,China
1369,1/21/20 05:19,2,0,International
1370,1/21/20 05:04,5,0,China
1371,1/21/20 04:30,9,0,China
1372,1/21/20 03:50,3,0,China
1373,1/21/20 02:15,116,3,China
1374,2/29/20 15:23,2,0,International
1375,2/29/20 15:20,1,0,International
1376,2/29/20 15:01,3,0,International
1377,2/29/20 14:50,1,0,International
1378,2/29/20 14:10,2,0,International
1379,2/29/20 14:09,3,0,International
1380,2/29/20 13:46,16,0,International
1381,2/29/20 12:21,4,0,International
1382,2/29/20 12:05,2,0,International
1383,2/29/20 11:21,1,0,International
1384,2/29/20 11:17,1,0,International
1385,2/29/20 11:05,1,0,International
1386,2/29/20 10:55,1,0,International
1387,2/29/20 10:48,1,0,International
1388,2/29/20 10:35,3,0,International
1389,2/29/20 10:24,3,0,International
1390,2/29/20 10:18,1,0,International
1391,2/29/20 10:04,205,9,International
1392,2/29/20 09:40,4,0,International
1393,2/29/20 09:05,8,0,International
1394,2/29/20 08:00,219,0,International
1395,2/29/20 07:44,1,0,International
1396,2/29/20 06:58,5,0,International
1397,2/29/20 04:39,1,0,International
1398,2/29/20 03:10,0,1,International
1399,2/29/20 03:30,1,0,International
1400,2/29/20 03:20,1,0,International
1401,2/29/20 03:09,1,0,International
1402,2/29/20 02:58,1,0,International
1403,2/29/20 01:35,1,0,International
1404,2/29/20 01:16,594,0,International
1405,2/29/20 00:30,4,2,China
1406,2/29/20 00:30,423,45,China
1407,2/29/20 00:27,1,0,International
1408,2/28/20 23:59,1,0,International
1409,2/28/20 23:30,1,0,International
1410,2/28/20 23:20,1,0,International
1411,2/28/20 22:48,1,0,International
1412,2/28/20 22:22,1,0,International
1413,2/28/20 21:40,2,0,International
1414,2/28/20 20:50,3,0,International
1415,2/28/20 20:45,7,0,International
1416,2/28/20 20:40,1,0,International
1417,2/28/20 20:30,1,0,International
1418,2/28/20 20:00,2,0,International
1419,2/28/20 19:22,1,0,International
1420,2/28/20 19:17,1,0,International
1421,2/28/20 19:01,1,0,International
1422,2/28/20 18:47,4,0,International
1423,2/28/20 18:41,2,0,International
1424,2/28/20 18:40,16,0,International
1425,2/28/20 17:57,1,0,International
1426,2/28/20 17:27,1,0,International
1427,2/28/20 17:30,2,0,International
1428,2/28/20 17:29,2,0,International
1429,2/28/20 17:20,1,0,International
1430,2/28/20 17:17,1,0,International
1431,2/28/20 17:10,233,4,International
1432,2/28/20 16:10,1,0,International
1433,2/28/20 16:00,1,0,International
1434,2/28/20 15:53,1,0,International
1435,2/28/20 15:40,2,0,International
1436,2/28/20 15:07,15,0,International
1437,2/28/20 15:05,1,0,International
1438,2/28/20 14:00,2,0,International
1439,2/28/20 13:35,2,0,International
1440,2/28/20 13:30,3,0,International
1441,2/28/20 13:25,6,0,International
1442,2/28/20 13:20,1,0,International
1443,2/28/20 13:16,2,0,International
1444,2/28/20 13:02,0,1,International
1445,2/28/20 12:57,1,0,International
1446,2/28/20 12:07,0,3,International
1447,2/28/20 11:04,1,0,International
1448,2/28/20 10:34,143,8,International
1449,2/28/20 10:29,2,0,International
1450,2/28/20 10:27,1,0,International
1451,2/28/20 09:58,1,0,International
1452,2/28/20 09:41,2,0,International
1453,2/28/20 09:39,1,0,International
1454,2/28/20 09:22,0,1,International
1455,2/28/20 08:48,2,0,International
1456,2/28/20 08:44,1,0,International
1457,2/28/20 08:44,1,0,International
1458,2/28/20 08:31,1,0,International
1459,2/28/20 08:26,1,0,International
1460,2/28/20 08:20,12,0,International
1461,2/28/20 08:05,2,0,International
1462,2/28/20 08:01,2,0,International
1463,2/28/20 08:00,315,0,International
1464,2/28/20 07:44,2,0,International
1465,2/28/20 07:18,2,0,International
1466,2/28/20 07:06,0,1,International
1467,2/28/20 06:47,2,0,International
1468,2/28/20 05:14,1,0,International
1469,2/28/20 04:37,1,0,International
1470,2/28/20 02:35,1,0,International
1471,2/28/20 01:46,1,0,International
1472,2/28/20 01:35,1,0,International
1473,2/28/20 01:02,256,0,International
1474,2/28/20 00:43,1,0,International
1475,2/28/20 00:15,327,44,China
1476,2/27/20 10:28,1,0,International
1477,2/26/20 21:11,3,0,International
1478,2/26/20 21:11,3,0,International
1479,2/26/20 21:11,1,0,International
1480,2/26/20 16:33,1,0,International
1481,2/26/20 12:04,1,0,International
1482,2/26/20 11:05,14,0,International
1483,2/25/20 08:01,0,1,International
1484,2/24/20 20:00,1,0,International
1485,2/22/20 20:44,1,0,International
1486,2/20/20 02:01,7,0,China
1487,2/20/20 01:40,1,0,International
1488,2/19/20 23:50,1,0,International
1489,2/18/20 01:00,3,0,China
1490,2/18/20 00:10,6,0,China
1491,2/17/20 01:15,11,0,China
1492,2/17/20 00:48,1,0,China
1493,2/16/20 01:15,6,0,International
1494,2/15/20 01:20,3,0,International
1495,2/14/20 10:05,1,0,International
1496,2/13/20 21:10,1,0,International
1497,2/8/20 07:44,1,0,China
1498,2/8/20 01:05,46,0,China
1499,2/8/20 00:41,53,0,China
1500,2/8/20 00:25,26,0,China
1501,2/8/20 00:20,12,0,China
1502,2/7/20 03:27,1,0,China
1503,2/7/20 01:00,67,0,China
1504,2/7/20 00:58,18,0,China
1505,2/6/20 01:19,48,0,China
1506,2/6/20 00:50,11,0,China
1507,2/6/20 00:35,63,0,China
1508,2/6/20 00:09,6,0,China
1509,2/3/20 23:54,675,0,China
1510,1/30/20 20:02,2,0,International
1511,1/27/20 00:53,1291,24,China
1512,1/26/20 00:01,10,0,China
1513,1/24/20 23:05,292,11,China
1514,1/24/20 15:40,31,1,China
1515,1/24/20 06:05,1,39,China
1516,1/22/20 01:00,7,0,China
1517,1/21/20 09:14,2,0,China
1518,1/21/20 03:13,1,0,International
1519,2/29/20 04:15,2,0,International
1520,2/28/20 04:35,1,0,International
